Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Sub-Saharan Africa (WB),WB_SSA,2002,43681819,18348973,120310299,99024602,437296451
Sub-Saharan Africa (WB),WB_SSA,2003,44728304,18474301,127293626,105906584,441913345
Sub-Saharan Africa (WB),WB_SSA,2004,48482723,19765017,142486128,116290525,431628727
Sub-Saharan Africa (WB),WB_SSA,2005,51717753,21186059,154058806,121150086,431552384
Sub-Saharan Africa (WB),WB_SSA,2006,55309800,22775061,161789425,126519269,434875821
Sub-Saharan Africa (WB),WB_SSA,2007,59040648,24603886,170406026,132138710,437375594
Sub-Saharan Africa (WB),WB_SSA,2008,63136164,26615023,179774834,138008747,439122128
Sub-Saharan Africa (WB),WB_SSA,2009,65239098,27721114,187623123,142450673,447313256
Sub-Saharan Africa (WB),WB_SSA,2010,71262961,30146365,201144313,150126199,441986850
Sub-Saharan Africa (WB),WB_SSA,2011,74907720,31944162,211894874,155628694,445152678
Sub-Saharan Africa (WB),WB_SSA,2012,78509028,33876104,224024809,162877929,445682434
Sub-Saharan Africa (WB),WB_SSA,2013,83128812,35984825,236037873,167968419,448112967
Sub-Saharan Africa (WB),WB_SSA,2014,88019005,38262988,247274867,172260536,452143628
Sub-Saharan Africa (WB),WB_SSA,2015,90172478,39267341,255171498,175507633,465132186
Sub-Saharan Africa (WB),WB_SSA,2016,92693642,40595490,265317426,179014791,475202779
Sub-Saharan Africa (WB),WB_SSA,2017,96206180,41951815,276520487,184203250,482059964
Sub-Saharan Africa (WB),WB_SSA,2018,98162782,42823687,288094680,191018758,489897149
Sub-Saharan Africa (WB),WB_SSA,2019,99466803,43884918,297098400,199013128,499852335
Sub-Saharan Africa (WB),WB_SSA,2020,92025769,41389874,291483488,206366088,537750205
Sub-Saharan Africa (WB),WB_SSA,2021,92708367,41578387,295898079,214708212,554118923
Sub-Saharan Africa (WB),WB_SSA,2022,95998804,42702377,307263239,221381263,561862893
Sub-Saharan Africa (WB),WB_SSA,2023,97587683,43309857,315319420,228600430,575072530
Sub-Saharan Africa (WB),WB_SSA,2024,101888587,45504344,326698666,234824878,582128517
Sub-Saharan Africa (WB),WB_SSA,2025,107253139,48303843,341145291,240760814,585321553
Sub-Saharan Africa (WB),WB_SSA,2026,114049334,50743210,357113914,246556203,586592699
Sudan,SDN,2009,7599659,3309864,14132219,5002516,4524854
Sudan,SDN,2014,6677419,3716135,18325990,6182638,3921138
Suriname,SUR,2022,453787,39285,101530,14989,13573
Suriname (urban),,1999,131961,33266,57526,24444,64143
Sweden,SWE,1975,8044973,40962,57347,8193,40962
Sweden,SWE,1981,8129131,74885,74884,8321,33282
Sweden,SWE,1987,8263439,58785,50387,8397,16796
Sweden,SWE,1992,8538046,34672,69345,8668,17336
Sweden,SWE,1995,8632746,52962,88269,8827,44135
Sweden,SWE,2000,8801132,17744,35489,8872,8872
Sweden,SWE,2001,8824792,17792,26688,8896,17792
Sweden,SWE,2002,8862483,17850,35700,0,8925
Sweden,SWE,2003,8829342,30213,48195,18799,31680
Sweden,SWE,2004,8865676,24441,49007,13543,40864
Sweden,SWE,2005,8837648,21083,50313,17745,102783
Sweden,SWE,2006,8953599,28783,45917,14715,37491
Sweden,SWE,2007,9033009,27446,29497,16297,41843
Sweden,SWE,2008,9084786,27275,32582,14230,60764
Sweden,SWE,2009,9154216,33994,38377,22920,49008
Sweden,SWE,2010,9227101,16781,51736,22607,59901
Sweden,SWE,2011,9292967,16825,58744,18495,62182
Sweden,SWE,2012,9366633,35040,58670,13838,45193
Sweden,SWE,2013,9423294,46099,49896,18604,62486
Sweden,SWE,2014,9558937,16666,51843,17632,51032
Sweden,SWE,2015,9664231,15960,37580,17800,63615
Sweden,SWE,2016,9785549,41752,46915,6933,41936
Sweden,SWE,2017,9958081,15682,51147,6085,26703
Sweden,SWE,2018,9985139,36258,59223,7251,87343
Sweden,SWE,2019,10161425,18284,54548,7616,37014
Sweden,SWE,2020,10240257,12892,46138,7435,46720
Sweden,SWE,2021,10240264,20882,58976,28666,67023
Sweden,SWE,2022,10274698,30879,33040,14983,133341
Sweden,SWE,2023,10356448,24336,59982,7574,88292
Switzerland,CHE,1982,6327396,6391,12783,0,44739
Switzerland,CHE,1992,6772234,13750,41252,6876,41252
Switzerland,CHE,2000,7126776,28737,14368,7185,7184
Switzerland,CHE,2002,7255614,14569,7285,7285,0
Switzerland,CHE,2004,7337898,7389,29559,7389,7390
Switzerland,CHE,2006,7434665,13851,23751,5973,5694
Switzerland,CHE,2007,7494968,18515,29514,2767,5353
Switzerland,CHE,2008,7601451,9856,25211,5165,5992
Switzerland,CHE,2009,7703256,18395,11909,7324,2947
Switzerland,CHE,2010,7780291,8317,22047,8679,5575
Switzerland,CHE,2011,7890561,14412,6593,0,832
Switzerland,CHE,2012,7986904,7709,888,643,717
Switzerland,CHE,2013,8076244,6090,3116,484,3412
Switzerland,CHE,2014,8177251,1495,3480,3740,2683
Switzerland,CHE,2015,8275140,2359,2367,0,2530
Switzerland,CHE,2016,8355789,4386,8909,493,3761
Switzerland,CHE,2017,8431894,11069,7032,0,1845
Switzerland,CHE,2018,8497088,957,12914,368,3002
Switzerland,CHE,2019,8539573,17050,16573,593,1491
Switzerland,CHE,2020,8576873,50541,4661,0,6092
Switzerland,CHE,2021,8690417,1042,7974,1793,3320
Switzerland,CHE,2022,8748662,2615,6033,1461,18317
Syria,SYR,1996,6853499,2059353,5489500,737494,177836
Syria,SYR,2003,10461307,2277409,4820304,470763,83303
Syria,SYR,2006,12101044,2025661,5248858,1296555,0
Syria,SYR,2009,12702907,2231322,5766536,1276203,0
Syria,SYR,2022,1305913,1097873,10611741,5412023,4034622
Taiwan,TWN,1981,14622315,1604669,1730878,54090,18030
Taiwan,TWN,1986,18227355,718224,446464,0,19411
Taiwan,TWN,1991,20401050,61511,41007,0,0
Taiwan,TWN,1995,20917911,85033,127548,21258,106290
Taiwan,TWN,1997,21513751,43201,21600,21600,0
Taiwan,TWN,2000,22106010,22173,22172,22173,0
Taiwan,TWN,2005,22608947,45445,45445,22723,0
Taiwan,TWN,2007,22787387,45803,45804,22902,0
Taiwan,TWN,2010,22814443,115692,138830,23138,46277
Taiwan,TWN,2013,23087426,93377,116721,23344,23344
Taiwan,TWN,2016,23390820,23509,70525,0,23508
Taiwan,TWN,2017,23387603,70657,70658,0,23552
Taiwan,TWN,2018,23409254,70723,70723,0,23574
Taiwan,TWN,2019,23402304,70773,94364,0,23591
Taiwan,TWN,2020,23442321,47168,47167,23584,23584
Taiwan,TWN,2021,23370070,46975,46975,0,23488
Tajikistan,TJK,1999,13262,24314,421730,817380,4931684
Tajikistan,TJK,2003,127718,115305,1340552,1345582,3729418
Tajikistan,TJK,2004,340141,306788,2088813,1531703,2523102
Tajikistan,TJK,2007,386534,357739,2980969,1728835,1740400
Tajikistan,TJK,2009,834413,514387,3364391,1600497,1176542
Tajikistan,TJK,2015,1476824,764643,3827408,1422719,1152246
Tajikistan,TJK,2021,2370455,1132136,4207294,1353309,903714
Tajikistan,TJK,2022,3105513,1001138,4149667,1024489,901415
Tajikistan,TJK,2023,3450624,1154556,3899411,1127659,757549
Tajikistan,TJK,2024,3511780,1207782,4081510,1140256,649599
Tanzania,TZA,1991,282139,257218,3125298,3609253,20129508
Tanzania,TZA,2000,127973,92523,1853313,2441910,30054013
Tanzania,TZA,2007,1423823,772426,6961089,6639878,25638296
Tanzania,TZA,2011,2159590,1204869,9806936,9639825,24253716
Tanzania,TZA,2018,3228020,1636440,12335709,10675353,29418882
Thailand,THA,1981,7316602,2694413,14366788,7760004,14438049
Thailand,THA,1988,8515922,3195654,17478380,9633050,14146590
Thailand,THA,1990,10841074,3399132,18176366,10798423,11523333
Thailand,THA,1992,14509050,3576173,19251484,10026127,9165998
Thailand,THA,1994,16783130,5083089,22193868,8811648,5389121
Thailand,THA,1996,19574680,5227203,23506324,7762104,3849753
Thailand,THA,1998,21205897,5668403,23110623,8020489,3517220
Thailand,THA,1999,19175467,5346847,23709979,8883078,5183673
Thailand,THA,2000,19419561,5018346,24024417,9232445,5313047
Thailand,THA,2002,23787982,6236009,23871016,7377566,2993863
Thailand,THA,2004,28133251,6734783,22790568,5768956,2024490
Thailand,THA,2006,33667971,6629784,20662174,4130617,1477142
Thailand,THA,2007,34857016,7142487,20712504,3529013,861372
Thailand,THA,2008,36879751,6956684,20295366,2817542,670489
Thailand,THA,2009,39075648,7080266,18978059,2451939,535168
Thailand,THA,2010,40696927,7297355,18008112,2091089,485965
Thailand,THA,2011,43418581,7999335,16191257,1188870,209165
Thailand,THA,2012,44783259,7335047,15748489,1300005,269296
Thailand,THA,2013,46763779,7867856,14024315,1040661,148501
Thailand,THA,2014,48040889,7484986,13718510,811314,160669
Thailand,THA,2015,51235917,7396882,11344500,470463,93030
Thailand,THA,2016,50767341,7383471,12035814,575542,97672
Thailand,THA,2017,51669272,7221354,11694365,503957,71236
Thailand,THA,2018,51133088,7517798,12085768,563456,75970
Thailand,THA,2019,52930491,7729397,10458758,307333,96293
Thailand,THA,2020,53822452,6995090,10372172,406609,45165
Thailand,THA,2021,54619877,6962971,9754218,369747,20515
Thailand,THA,2022,58659820,5939097,6998449,123422,14540
Thailand,THA,2023,58249436,6380707,6972437,96380,3472
Thailand,THA,2024,56847356,6454664,8207108,148356,10524
Togo,TGO,2006,196463,115325,894360,738305,4066215
Togo,TGO,2011,274829,166094,1098403,847251,4529897
Togo,TGO,2015,250508,186610,1383115,1114975,4727987
Togo,TGO,2018,960686,365201,2456296,1617400,2947039
Togo,TGO,2021,789699,383205,2825304,1889827,3123500
Tonga,TON,2000,51381,9980,31758,5298,4718
Tonga,TON,2009,47341,11184,37055,7721,3902
Tonga,TON,2015,31977,15439,42682,11764,4233
Tonga,TON,2021,62474,14867,26219,1499,431
Trinidad and Tobago,TTO,1988,897926,79401,191558,53976,7208
Trinidad and Tobago,TTO,1992,770062,113446,273855,73134,41177
Tunisia,TUN,1985,1474274,565450,2644594,1124527,1601058
Tunisia,TUN,1990,2032512,764273,3077072,1094173,1356479
Tunisia,TUN,1995,2299476,791624,3235207,1244831,1590120
Tunisia,TUN,2000,3179658,986942,3438136,1133709,1026490
Tunisia,TUN,2005,4098506,1145419,3551123,884435,606908
Tunisia,TUN,2010,5875561,1197947,2855573,547722,338400
Tunisia,TUN,2015,7431658,1311556,2386104,250696,75342
Tunisia,TUN,2021,8268310,1302998,2203594,211074,78910
Turkey,TUR,1987,17371300,5522692,19062827,6122996,4763857
Turkey,TUR,1994,20984828,6214701,20409104,6390602,6034601
Turkey,TUR,2002,25914428,7293158,21945512,6781946,5113752
Turkey,TUR,2003,24220079,6779159,23414487,6622352,6795651
Turkey,TUR,2004,33847925,6591121,18594046,5043426,4516098
Turkey,TUR,2005,35649351,6697935,17817607,4629059,4535608
Turkey,TUR,2006,38264014,6604552,17307876,4489314,3379596
Turkey,TUR,2007,41207623,6822344,15487643,3857068,2783434
Turkey,TUR,2008,45506770,6440436,13262127,3518835,2323512
Turkey,TUR,2009,45460872,6374997,15134664,2923362,2145313
Turkey,TUR,2010,47162256,6711200,14499674,2710922,2058100
Turkey,TUR,2011,49948037,6615343,13405667,2772705,1481880
Turkey,TUR,2012,52013170,6416704,12962766,2503570,1279614
Turkey,TUR,2013,53791324,6698501,12482795,2018803,1156201
Turkey,TUR,2014,55176167,6362920,12557030,2299934,785837
Turkey,TUR,2015,54964148,6819449,13219037,2173341,1042505
Turkey,TUR,2016,57668702,6832020,12418169,1648671,710398
Turkey,TUR,2017,61154579,5747866,11142359,1364088,903804
Turkey,TUR,2018,63470793,5234273,10563413,1327875,810846
Turkey,TUR,2019,63988378,5445159,10639605,1451526,1054772
Turkey,TUR,2020,65379826,5525854,9942496,1585007,951497
Turkey,TUR,2021,67848689,5448061,8947930,1107473,795167
Turkey,TUR,2022,70814472,4994217,8149953,571234,450036
Turkey,TUR,2023,78998591,2796248,3162181,219579,149369
Turkmenistan,TKM,1998,460761,220380,1279004,903339,1547023
Tuvalu,TUV,2010,2830,1352,4177,1301,954
Uganda,UGA,1989,421695,218077,1950277,2041964,12378685
Uganda,UGA,1992,315870,131429,1383756,1977539,15128268
Uganda,UGA,1996,305705,209873,1767875,2298103,16774894
Uganda,UGA,1999,414165,257266,1667718,2250302,19076407
Uganda,UGA,2002,598966,337797,2156833,2439853,20294353
Uganda,UGA,2005,790353,393922,3271717,3336521,20444911
Uganda,UGA,2009,1513990,657824,4612035,4817136,20226027
Uganda,UGA,2012,1796855,845989,6542485,6064671,19537260
Uganda,UGA,2016,1917655,900291,6798568,6137207,23734551
Uganda,UGA,2019,1734622,1078016,7600912,7254158,26264740
Ukraine,UKR,1992,11949229,6765775,23686053,5697904,4224711
Ukraine,UKR,1993,11554414,6370642,25792785,5956338,2675949
Ukraine,UKR,1995,12234401,5019823,20214659,6706187,7490470
Ukraine,UKR,1996,8117748,4324580,22777339,8200209,7806232
Ukraine,UKR,2002,9276417,5329300,24323324,6702763,3045476
Ukraine,UKR,2003,11850032,6174809,24045322,4680718,1564255
Ukraine,UKR,2004,15924962,6501479,20902460,3310982,1339625
Ukraine,UKR,2005,21615570,7339654,16292328,1807835,530169
Ukraine,UKR,2006,24276915,6830824,14425888,1429680,315389
Ukraine,UKR,2007,23320833,7468699,14936024,1119922,217322
Ukraine,UKR,2008,28688469,7081866,10441707,547539,59595
Ukraine,UKR,2009,26062727,7746477,12169570,497150,147808
Ukraine,UKR,2010,29030848,7218082,9860234,284710,62130
Ukraine,UKR,2011,30703212,7048707,8259056,264023,32854
Ukraine,UKR,2012,32136700,6438896,7395845,175407,63208
Ukraine,UKR,2013,34752876,5602287,5623072,124103,24430
Ukraine,UKR,2014,33150719,6461596,6221115,126820,12130
Ukraine,UKR,2015,28153224,7244158,9816215,446269,125030
Ukraine,UKR,2016,29235966,6506389,9358557,402300,113620
Ukraine,UKR,2017,31304652,6411170,7404678,277690,37850
Ukraine,UKR,2018,33182949,5391311,6377407,150505,106736
Ukraine,UKR,2019,35724753,4474584,4604627,72534,80958
Ukraine,UKR,2020,35380907,4258327,4938443,87252,15087
United Arab Emirates,ARE,2013,7846923,0,0,0,0
United Arab Emirates,ARE,2018,9253608,33928,59165,0,0
United Kingdom,GBR,1968,53224079,1380292,496906,0,110423
United Kingdom,GBR,1969,53224082,1275160,776185,55441,110884
United Kingdom,GBR,1970,53603708,1224591,723622,55664,55663
United Kingdom,GBR,1971,53101413,1732783,1006132,0,55896
United Kingdom,GBR,1972,53393933,1346065,1121722,112172,112172
United Kingdom,GBR,1973,54733470,899113,505750,56195,0
United Kingdom,GBR,1974,54430617,1012139,618530,56230,112460
United Kingdom,GBR,1975,54370349,1068290,674709,0,112452
United Kingdom,GBR,1976,54188337,1349087,618332,0,56212
United Kingdom,GBR,1977,54058139,1348644,618129,56193,112387
United Kingdom,GBR,1978,54735395,955340,449572,0,56197
United Kingdom,GBR,1979,54953272,787457,449976,0,56247
United Kingdom,GBR,1980,54737418,957342,563142,0,56314
United Kingdom,GBR,1981,54474812,1183010,563338,56334,56334
United Kingdom,GBR,1982,55243681,675764,281568,56313,56314
United Kingdom,GBR,1983,55149858,732327,337997,56333,56333
United Kingdom,GBR,1984,55293631,620642,394955,56422,56422
United Kingdom,GBR,1985,55362712,735154,339301,56551,56550
United Kingdom,GBR,1986,55661131,396770,453451,0,170044
United Kingdom,GBR,1987,56006819,454417,284010,0,56802
United Kingdom,GBR,1988,56017475,569283,227713,56929,56928
United Kingdom,GBR,1989,56106408,513690,342461,0,114153
United Kingdom,GBR,1990,56159880,572476,400733,57247,57248
United Kingdom,GBR,1991,56333823,574249,401974,57425,57425
United Kingdom,GBR,1992,56486372,518224,403063,115161,57580
United Kingdom,GBR,1993,56391088,750342,404030,57719,115437
United Kingdom,GBR,1994,56882026,347195,405060,0,231463
United Kingdom,GBR,1995,57032708,406134,348114,58019,174057
United Kingdom,GBR,1996,57410782,349001,232668,58167,116334
United Kingdom,GBR,1997,57558832,291584,291585,58317,116634
United Kingdom,GBR,1998,57785294,233949,233948,58488,175461
United Kingdom,GBR,1999,57978274,234730,234730,58683,176047
United Kingdom,GBR,2000,58362479,117785,235570,0,176678
United Kingdom,GBR,2001,58469356,177359,236478,59120,177359
United Kingdom,GBR,2002,58717405,118741,296852,59371,178111
United Kingdom,GBR,2003,58991453,178942,238591,59647,178943
United Kingdom,GBR,2004,59508001,119976,179963,0,179964
United Kingdom,GBR,2005,59797196,181204,181203,60401,181204
United Kingdom,GBR,2006,60238352,182540,243388,0,182540
United Kingdom,GBR,2007,60770562,122645,183967,61323,183967
United Kingdom,GBR,2008,61127119,185421,185421,61807,247228
United Kingdom,GBR,2009,61653509,186829,186829,0,249105
United Kingdom,GBR,2010,62138700,125533,251066,62766,188299
United Kingdom,GBR,2011,62689479,126517,126518,126518,189776
United Kingdom,GBR,2012,63137601,127422,127422,63711,254844
United Kingdom,GBR,2013,63690027,64139,192417,64139,128278
United Kingdom,GBR,2014,64038420,193860,129240,0,258480
United Kingdom,GBR,2015,64567296,65088,195264,65088,195264
United Kingdom,GBR,2016,64885323,196821,262428,0,262428
United Kingdom,GBR,2017,65372306,65966,263864,0,263864
United Kingdom,GBR,2018,65626110,132578,198867,66289,265156
United Kingdom,GBR,2019,65898059,133262,266524,66631,266524
United Kingdom,GBR,2020,66009816,133488,200232,66744,333720
United Kingdom,GBR,2021,66247176,133968,267936,66984,267936
United States,USA,1963,176184302,3217114,5866502,946210,3027872
United States,USA,1964,179416208,3070224,5564780,959445,2878335
United States,USA,1965,183227737,2914545,4663272,971515,2525939
United States,USA,1966,184962960,2555280,5700240,982800,2358720
United States,USA,1967,188776400,2583256,4371664,794848,2185832
United States,USA,1968,191874936,2408472,4014120,602118,1806354
United States,USA,1969,194975267,2026769,3648186,608031,1418739
United States,USA,1970,196234764,2050520,3895988,615156,2255572
United States,USA,1971,199146891,2284271,3737898,622983,1868949
United States,USA,1972,201710056,2308856,3568232,629688,1679168
United States,USA,1973,204068359,2119090,3390544,635727,1695272
United States,USA,1974,205941402,2138540,3421664,427708,1924686
United States,USA,1975,207981991,2159730,3671541,647919,1511811
United States,USA,1976,210839853,1962315,3270525,436070,1526245
United States,USA,1977,213191359,1761913,3303585,660717,1321434
United States,USA,1978,215239687,1780680,3783945,445170,1335510
United States,USA,1979,219653688,1350330,2025495,450110,1575385
United States,USA,1980,221771592,1590575,2272250,227225,1363350
United States,USA,1981,223270418,2065194,2294660,458932,1376796
United States,USA,1982,224250752,2316640,2779968,463328,1853312
United States,USA,1983,225843072,2337920,3506880,467584,1636544
United States,USA,1984,228750242,2122425,3065725,471650,1414950
United States,USA,1985,231024204,2141316,2617164,713772,1427544
United States,USA,1986,232688869,2401330,3121729,480266,1440798
United States,USA,1987,235989478,1938312,2422890,484578,1453734
United States,USA,1988,238386533,2200491,2200491,488998,1222495
United States,USA,1989,241142171,1727733,2221371,493638,1234095
United States,USA,1990,243881679,1747361,2246607,499246,1248115
United States,USA,1991,246909448,1770867,2276829,505962,1517886
United States,USA,1992,249588122,1795598,3078168,513028,1539084
United States,USA,1993,252641276,2339271,2859109,519838,1559514
United States,USA,1994,256284724,1841882,2631260,526252,1841882
United States,USA,1995,259887328,1597668,2396502,532556,1863946
United States,USA,1996,263467316,1616364,2155152,269394,1885758
United States,USA,1997,266113224,1635942,2453913,272657,2181256
United States,USA,1998,269509374,1379270,2206832,275854,2482686
United States,USA,1999,273180160,1395200,2232320,279040,1953280
United States,USA,2000,276236990,1128649,2257300,282162,2257299
United States,USA,2001,278414674,1139876,2279751,569938,2564721
United States,USA,2002,280722180,1438126,2301001,575250,2588627
United States,USA,2003,282565130,1450539,2610972,580216,2901079
United States,USA,2004,285192374,1464027,2635247,292806,3220858
United States,USA,2005,287833176,1773100,2364133,591033,2955166
United States,USA,2006,290920406,1491900,2387039,298380,3282179
United States,USA,2007,293700420,1506156,2409850,602462,3012312
United States,USA,2008,295883415,1824564,2432752,608188,3345033
United States,USA,2009,299409003,1533858,2454172,306772,3067715
United States,USA,2010,300715649,1856270,2784404,618756,3403161
United States,USA,2011,303419790,1247358,3118395,623679,3430234
United States,USA,2012,306166287,1257357,2829052,628678,3457730
United States,USA,2013,308491389,1583631,2533810,633453,3483989
United States,USA,2014,310637613,1277031,2554061,638515,4150348
United States,USA,2015,313447942,965446,2896336,643630,3861782
United States,USA,2016,316244510,1297414,2594826,324354,3892240
United States,USA,2017,318116784,1306435,2286260,653217,4245912
United States,USA,2018,320973388,985589,2299707,657059,3613825
United States,USA,2019,323291489,990679,1981357,660453,3302262
United States,USA,2020,325940906,994734,2984199,331578,1326311
United States,USA,2021,327450379,996299,1660499,996300,996299
United States,USA,2022,325666879,1002052,2338121,334017,4676243
United States,USA,2023,328722890,1010419,2357643,673613,4041675
United States,USA,2024,332628535,1360444,2040665,340111,3741221
Uruguay,URY,2006,2309843,252886,607126,85940,33711
Uruguay,URY,2007,2421709,235292,540966,72770,24416
Uruguay,URY,2008,2609529,211744,421337,46020,13547
Uruguay,URY,2009,2669443,196015,384851,45281,14501
Uruguay,URY,2010,2720223,203570,351629,33481,9677
Uruguay,URY,2011,2887317,159253,247541,24545,8169
Uruguay,URY,2012,2941451,135257,222019,27685,8989
Uruguay,URY,2013,2968968,134500,213691,17931,10247
Uruguay,URY,2014,3027131,121390,185648,15065,7100
Uruguay,URY,2015,3049706,121188,174958,14877,7288
Uruguay,URY,2016,3068342,122726,169333,14645,4237
Uruguay,URY,2017,3128290,107054,140620,8491,3983
Uruguay,URY,2018,3114303,114675,152860,9633,3063
Uruguay,URY,2019,3100982,127538,153733,10478,4475
Uruguay,URY,2020,3009110,148285,219153,13018,9402
Uruguay,URY,2021,3037708,132042,209595,12108,5242
Uruguay,URY,2022,3038563,138366,190986,14852,8146
Uruguay,URY,2023,3034385,130354,198006,19597,5739
Uruguay,URY,2024,3077528,110901,180975,11523,5661
Uruguay (urban),,1981,1947076,151832,347598,85716,0
Uruguay (urban),,1989,2215025,157791,290344,46511,28604
Uruguay (urban),,1992,2360461,148754,245381,39751,24498
Uruguay (urban),,1995,2427307,148479,255537,33999,24420
Uruguay (urban),,1996,2419214,156500,267430,43073,25084
Uruguay (urban),,1997,2435112,150688,283768,40459,21693
Uruguay (urban),,1998,2458563,146995,282505,36186,25969
Uruguay (urban),,2000,2476560,155247,290826,33915,24746
Uruguay (urban),,2001,2393914,180008,344999,51830,21126
Uruguay (urban),,2002,2243328,207615,450801,64407,33639
Uruguay (urban),,2003,2025800,250424,597985,85628,46583
Uruguay (urban),,2004,2030720,230720,580440,121085,50996
Uruguay (urban),,2005,2131871,211504,539806,96335,46064
Uzbekistan,UZB,2021,16654158,4526178,9950257,1615413,1497690
Uzbekistan,UZB,2022,19005053,4610484,8440243,1348329,1534847
Uzbekistan,UZB,2023,23137347,3733775,6190024,1141441,1449721
Uzbekistan,UZB,2024,25690733,3155367,5673261,854037,988462
Uzbekistan,UZB,2025,30014058,2436372,3135214,615310,852474
Vanuatu,VUT,2010,27106,15782,89633,44470,61257
Vanuatu,VUT,2019,32379,22503,130209,51131,57206
Venezuela,VEN,1981,7936517,1118504,3549252,1305653,1777371
Venezuela,VEN,1987,8731353,1322415,4389038,1693440,2258718
Venezuela,VEN,1989,10492671,1735287,4685213,1030251,1405498
Venezuela,VEN,1992,10316819,2328570,5484895,1220038,1430626
Venezuela,VEN,1995,7944560,1869281,6760374,2258515,3361090
Venezuela,VEN,1998,9058566,2117207,6704633,2212657,3508273
Venezuela,VEN,1999,8037038,2057478,7350272,2601552,4020252
Venezuela,VEN,2001,8961078,2202351,7587378,2547461,3681654
Venezuela,VEN,2002,7003637,1983707,7791306,3026305,5630717
Venezuela,VEN,2003,5813369,1758942,8024446,3274800,7021147
Venezuela,VEN,2004,6939397,2099092,8295078,3012133,5995138
Venezuela,VEN,2005,9638726,2238336,7626515,2430814,4851413
Venezuela,VEN,2006,12834185,2588878,7345998,1811547,2644078
Vietnam,VNM,1992,2304633,1325237,13356988,12482218,39812316
Vietnam,VNM,1997,5142571,2475878,20419625,18485498,28690268
Vietnam,VNM,2002,5564078,2600722,19416782,17075672,34114970
Vietnam,VNM,2004,7830437,3883037,25710332,18126983,24788179
Vietnam,VNM,2006,9633840,5349288,31122403,16554828,19507537
Vietnam,VNM,2008,11685453,6223551,34245584,18071673,14949531
Vietnam,VNM,2010,33923467,10191165,31401057,7377021,4562442
Vietnam,VNM,2012,40214290,10601126,29814839,5548602,3331495
Vietnam,VNM,2014,45598797,11308907,26913424,4728864,3129584
Vietnam,VNM,2016,55460222,10527492,22157970,3497558,2356878
Vietnam,VNM,2018,63476707,9440041,18297068,2864350,2159154
Vietnam,VNM,2020,69093551,8978740,16424827,2304344,1277730
Vietnam,VNM,2022,68664252,9581911,17284084,2552170,1598239
Western and Central Africa (WB),,1990,10421195,5600788,37142825,27810429,128590795
Western and Central Africa (WB),,1991,10197982,5555405,37184484,27451214,134789619
Western and Central Africa (WB),,1992,10266301,5651429,37154702,27395380,140723564
Western and Central Africa (WB),,1993,10428742,5704868,37384357,28087298,145641519
Western and Central Africa (WB),,1994,10778282,5514458,37854520,28971665,150241171
Western and Central Africa (WB),,1995,11252362,5381058,38501376,29607582,155059494
Western and Central Africa (WB),,1996,12149533,5508799,39047789,31289893,158419426
Western and Central Africa (WB),,1997,12417169,5657201,40611139,33817892,160704183
Western and Central Africa (WB),,1998,12527446,5831205,42731226,36181601,163026362
Western and Central Africa (WB),,1999,12371653,6116929,44615832,38192256,166209634
Western and Central Africa (WB),,2000,12455450,6339828,46991744,40126963,169054463
Western and Central Africa (WB),,2001,12813794,6832360,50685290,42971343,169477917
Western and Central Africa (WB),,2002,13918309,7498133,55861153,45737382,167826815
Western and Central Africa (WB),,2003,14282929,7797191,59904666,48118835,169039227
Western and Central Africa (WB),,2004,15550656,8496071,65237796,51135026,167305539
Western and Central Africa (WB),,2005,16512452,9305943,68769918,53012367,168987800
Western and Central Africa (WB),,2006,17798893,9967567,72185242,55262797,170448669
Western and Central Africa (WB),,2007,18802540,10638571,75742611,57470623,172329847
Western and Central Africa (WB),,2008,20560642,11724363,80891847,60440945,170968315
Western and Central Africa (WB),,2009,21843790,12447686,85139405,62452155,172460804
Western and Central Africa (WB),,2010,24171321,13550253,91433094,66484561,168719043
Western and Central Africa (WB),,2011,25455221,14284198,96472068,69474771,169103886
Western and Central Africa (WB),,2012,27934212,15411160,102169711,72069681,167775588
Western and Central Africa (WB),,2013,30784443,16600999,107953182,74180316,166511268
Western and Central Africa (WB),,2014,33790553,17921804,113964429,76723184,164592062
Western and Central Africa (WB),,2015,35074535,18432130,117304845,78800020,168516310
Western and Central Africa (WB),,2016,36612460,19470378,124266893,81742436,167362585
Western and Central Africa (WB),,2017,39191351,20622632,133280681,84608735,163179513
Western and Central Africa (WB),,2018,41843498,21612756,142027981,87626767,159084902
Western and Central Africa (WB),,2019,43561535,22657801,149227187,91173192,156745725
Western and Central Africa (WB),,2020,39262392,20871533,145421908,95025878,173987633
Western and Central Africa (WB),,2021,38935537,20958979,147192138,98568616,180265722
Western and Central Africa (WB),,2022,39475674,21303502,151934897,102155374,182517721
Western and Central Africa (WB),,2023,40784427,21899425,156071683,104464519,186178538
Western and Central Africa (WB),,2024,43470532,23285206,162266846,107294001,185447479
Western and Central Africa (WB),,2025,46121922,24654104,168151892,109247895,185764091
Western and Central Africa (WB),,2026,49676964,25927153,174848746,110986394,184636583
World,OWID_WRL,1990,1420677281,149740877,781720250,646515396,2300592788
World,OWID_WRL,1991,1424717830,152542878,813697764,674145310,2323392602
World,OWID_WRL,1992,1421174123,158897561,863564234,705212354,2328275824
